"month","year","winery","wine_name","style","vintage","wine_type","primary_varietal_blend","varietal_list","rating","region","sub_region","sub_sub_region","estimated_price","natural?","","","","","","","","","","","","","","","","",""
"august","2019","Bergstrom Wines","Pinot Blanc","white","2018","","pinot blanc","pinot blanc","3","oregon","willamette","","","","","","","","","","","","","","","","","","","",""
"august","2019","Soter Vineyards","Mineral Springs Brut Rose","rose","2015","willamette pinot noir","pinot noir","pinot noir","3","oregon","willamette","","","","","","","","","","","","","","","","","","","",""
"august","2019","Alexander Valley Vineyards","Primitivo reserve","red","2014","","primitivo","primitivo","3","california","sonoma","alexander valley","","","","","","","","","","","","","","","","","","",""
"august","2019","ACORN","Sangiovese clone blend","red","2015","","sangiovese","sangiovese","3","california","sonoma","","","","","","","","","","","","","","","","","","","",""
"august","2019","Stag's Leap Wine Cellars","Aveta","white","2017","","sauvignon blanc","sauvignon blanc","3","california","napa","stags leap district","","","","","","","","","","","","","","","","","","",""
"august","2019","Medlock Ames","Sauvignon blanc","white","2018","","sauvignon blanc","sauvignon blanc","3","california","sonoma","alexander valley","","","","","","","","","","","","","","","","","","",""
"august","2019","ACORN","Syrah Axiom","red","2015","","syrah","syrah","3","california","sonoma","","","","","","","","","","","","","","","","","","","",""
"august","2019","Frog's Leap","Zinfandel","red","2017","","zinfandel","zinfandel, petite sirah","3","california","napa","","","","","","","","","","","","","","","","","","","",""
"august","2019","Alexander Valley Vineyards","Zinfandel reserve old vine","red","2014","","zinfandel","zinfandel","3","california","sonoma","alexander valley","","","","","","","","","","","","","","","","","","",""
"august","2019","MUMM Napa","Brut Prestige","sparkling","nv","","","","3","","","","","","","","","","","","","","","","","","","","","",""
"august","2019","MUMM Napa","Brut Rose","sparkling","nv","","","","3","","","","","","","","","","","","","","","","","","","","","",""
"august","2019","MUMM Napa","Brut Rose reserve","sparkling","nv","","","","3","","","","","","","","","","","","","","","","","","","","","",""
"august","2019","MUMM Napa","Blanc de noir","sparkling","2013","","","","3","","","","","","","","","","","","","","","","","","","","","",""
"august","2019","MUMM Napa","Demi sec","sparkling","nv","","","","3","","","","","","","","","","","","","","","","","","","","","",""
"august","2019","Soter Vineyards","North Valley rose","rose","2018","","","","3","oregon","willamette","","","","","","","","","","","","","","","","","","","",""
"december","2018","","La Mesa Barbera","red","2015","not in database","barbera","barbera","3","california","central valley california","lodi","40","","","","","","","","","","","","","","","","","",""
"december","2018","","Kenwood","red","2018","","cabernet sauvignon","cabernet sauvignon","3","california","california","","15","","","","","","","","","","","","","","","","","",""
"december","2018","","Chateau Carbonnieaux Rouge","red","2014","","cabernet sauvignon","cabernet sauvignon, merlot, cabernet franc","3","france","bordeaux","pessac leognan","35","","","","","","","","","","","","","","","","","",""
"december","2018","","Chateau de Pez","red","2014","","cabernet sauvignon","cabernet sauvignon, merlot, petite verdot","3","france","bordeaux","st estephe","50","","","","","","","","","","","","","","","","","",""
"december","2018","","Chateau Haut Sorillon","red","2016","","cabernet sauvignon","cabernet sauvignon, cabernet franc, merlot","3","france","cabernet","","25","","","","","","","","","","","","","","","","","",""
"december","2018","","Chateau La Haye","red","2015","","cabernet sauvignon","cabernet sauvignon, merlot, petite verdot","3","france","bordeaux","st estephe","60","","","","","","","","","","","","","","","","","",""
"december","2018","","Domaine Serguier","red","2015","","grenache","grenache, mourvedre, cinsault","3","france","rhone","chateauneuf du pape","25","","","","","","","","","","","","","","","","","",""
"december","2018","","Chateau Mont Thabor","red","2015","","grenache","grenache, syrah, mourvedre","3","france","rhone","","25","","","","","","","","","","","","","","","","","",""
"december","2018","","Enso Malbec","red","2015","","malbec","malbec","3","oregon","columbia river valley","","30","","","","","","","","","","","","","","","","","",""
"december","2018","","Chateau Pape Clement","red","2009","","merlot","merlot, cabernet sauvignon, cabernet france, petite verdot","3","france","bordeaux","pessac leognan","130","","","","","","","","","","","","","","","","","",""
"december","2018","","Enso Mourvedre","red","2015","","mourvedre","mourvedre","3","oregon","columbia river valley","","30","","","","","","","","","","","","","","","","","",""
"december","2018","","Bogle Vineyards","red","2016","","petite sirah","petite sirah","3","california","california","","12","","","","","","","","","","","","","","","","","",""
"december","2018","","Jetbird","red","2017","california petite verdot","petite verdot","petite verdot","3","california","california","","15","","","","","","","","","","","","","","","","","",""
"december","2018","","A to Z Pinot Noir Wineworks","red","","not in database","pinot noir","pinot noir","3","oregon","oregon","","25","","","","","","","","","","","","","","","","","",""
"december","2018","","Erath","red","2011","not in database","pinot noir","pinot noir","3","oregon","oregon","","20","","","","","","","","","","","","","","","","","",""
"december","2018","","Clean Slate Riesling","white","","dry german riesling","riesling","riesling","3","germany","mosel","","12","","","","","","","","","","","","","","","","","",""
"december","2018","","Chateau Suduiraut","white","2016","","semillion","semillion, sauvignon blanc","3","france","bordeaux","","25","","","","","","","","","","","","","","","","","",""
"december","2018","","Chateau Coutet Sauternes","dessert","2015","","semillion","semillion, sauvignon blanc, muscadelle","3","france","bordeaux","sauternes","50","","","","","","","","","","","","","","","","","",""
"december","2018","","Bodegas Vallobera Crianza Rioja","red","2014","","tempranillo","tempranillo","3","spain","rioja","","20","","","","","","","","","","","","","","","","","",""
"december","2018","","Enso Zinfandel","red","2015","","zinfandel","zinfandel","3","oregon","columbia river valley","","30","","","","","","","","","","","","","","","","","",""
"december","2018","","Gran Maestro","red","2016","","zinfandel","zinfandel","3","italy","puglia","","15","","","","","","","","","","","","","","","","","",""
"february","2019","","Vina Nora Albarino","white","","","albarino","albarino","3","spain","rias baixas","","30","","","","","","","","","","","","","","","","","",""
"february","2019","","Steven Kent Winery Cab Franc","red","2015","","cabernet franc","cabernet franc","3","california","livermore valley","","48","","","","","","","","","","","","","","","","","",""
"february","2019","","Sosie Stagecoach Vineyards","red","2015","","cabernet franc","cabernet franc","3","california","napa valley","","80","","","","","","","","","","","","","","","","","",""
"february","2019","","Soda Rock","red","2016","","cabernet franc","cabernet franc","3","california","dry creek valley","","35","","","","","","","","","","","","","","","","","",""
"february","2019","","Concannon Cabernet Sauvignon","red","2015","","cabernet sauvignon","cabernet sauvignon","3","california","paso robles","","20","","","","","","","","","","","","","","","","","",""
"february","2019","","Coastal Estates BV","red","2017","","cabernet sauvignon","cabernet sauvignon","3","california","","","10","","","","","","","","","","","","","","","","","",""
"february","2019","","Stringer Cellars Stagecoach Vineyard","red","2016","","cabernet sauvignon","cabernet sauvignon","3","california","napa valley","","65","","","","","","","","","","","","","","","","","",""
"february","2019","","Scotto Family Cellars","red","2016","","cabernet sauvignon","cabernet sauvignon","3","california","lodi","","15","","","","","","","","","","","","","","","","","",""
"february","2019","","Zo Wines Cab","red","2017","","cabernet sauvignon","cabernet sauvignon","3","california","alexander valley","","40","","","","","","","","","","","","","","","","","",""
"february","2019","","The Winery SF Red Blend","red","2013","","cabernet sauvignon","cabernet sauvignon, zinfandel, syrah, mourvedre, petite sirah, malbec","3","california","","","40","","","","","","","","","","","","","","","","","",""
"february","2019","","Sunce Winery Carignane","red","2016","","carignane","carignane","3","california","","","20","","","","","","","","","","","","","","","","","",""
"february","2019","","Zo Wines Carignane","red","2017","","carignane","carignane","3","california","alexander valley","","40","","","","","","","","","","","","","","","","","",""
"february","2019","","Montgras Solar Reserva Carmenere","red","2018","","carmenere","carmenere","3","chile","colchagua","","12","","","","","","","","","","","","","","","","","",""
"february","2019","","Une Tranche Sudiste","red","2017","","grenache","grenache, syrah","3","france","beaujolais","","20","","","","","","","","","","","","","","","","","",""
"february","2019","","Sunce Winery Grenache","red","2016","","grenache","grenache","3","california","sierra foothills","","20","","","","","","","","","","","","","","","","","",""
"february","2019","","Skinner El Dorado","red","2017","","grenache","grenache","3","california","el dorado","","30","","","","","","","","","","","","","","","","","",""
"february","2019","","Sol Rouge Gypsy Rouge","red","2012","","grenache","grenache, mourvedre, syrah, counoise","3","california","lake county","red hills","30","","","","","","","","","","","","","","","","","",""
"february","2019","","VIE L'Imaginaire","red","2013","","grenache","grenache","3","california","santa barbara","","40","","","","","","","","","","","","","","","","","",""
"february","2019","","Priest Ranch","white","2017","","grenache blanc","grenache blanc","3","california","napa valley","","22","","","","","","","","","","","","","","","","","",""
"february","2019","","Hiller Simone 2017","white","2017","","gruner veltiner","gruner veltiner","3","austria","weinviertel","","15","","","","","","","","","","","","","","","","","",""
"february","2019","","Chateau Haute Serre 15","red","2015","","malbec","malbec, merlot","3","france","cahors","","25","","","","","","","","","","","","","","","","","",""
"february","2019","","Spoken Barrel","red","n/v","","malbec","malbec, cabernet sauvignon, merlot, petit verdot","3","washington","","","20","","","","","","","","","","","","","","","","","",""
"february","2019","","Sol Rouge Gypsy Blanc","white","2014","","marsanne","marsanne, roussanne, viognier","3","california","lake county","","30","","","","","","","","","","","","","","","","","",""
"february","2019","","Pena Das Donas Verdes Matas","red","2016","","mencia","mencia","3","spain","ribeira sacra","","20","","","","","","","","","","","","","","","","","",""
"february","2019","","Sol Rouge Mourvedre","red","2013","","mourvedre","mourvedre","3","california","lake county","red hills","30","","","","","","","","","","","","","","","","","",""
"february","2019","","VIE L'Intruse","red","2012","","mourvedre","mourvedre","3","california","santa barbara","","40","","","","","","","","","","","","","","","","","",""
"february","2019","","Malvira Renesio Riserva","red","2006","","nebbiolo","nebbiolo","3","italy","piedmont","roero","60","","","","","","","","","","","","","","","","","",""
"february","2019","","Vina Gonzales Pais en Tinaja","red","2015","","pais","pais","3","chile","maule valley","","30","","","","","","","","","","","","","","","","","",""
"february","2019","","La Crema Sonoma Coast","red","2016","sonoma pinot noir","pinot noir","pinot noir","3","california","sonoma coast","","20","","","","","","","","","","","","","","","","","",""
"february","2019","","Chloe Pinot Grigio","white","2017","","pinot grigio","pinot grigio","3","italy","valdadige","","15","","","","","","","","","","","","","","","","","",""
"february","2019","","Scott Kelley","red","2017","willamette pinot noir","pinot noir","pinot noir","3","oregon","willamette valley","","20","","","","","","","","","","","","","","","","","",""
"february","2019","","Square Peg","red","2015","sonoma pinot noir","pinot noir","pinot noir","3","california","russain river valley","","68","","","","","","","","","","","","","","","","","",""
"february","2019","","Sonoma Cutrer Founders Reserve","red","2015","sonoma pinot noir","pinot noir","pinot noir","3","california","russain river valley","","45","","","","","","","","","","","","","","","","","",""
"february","2019","","Sedition Pinot Noir","red","2014","sonoma pinot noir","pinot noir","pinot noir","3","california","russain river valley","","40","","","","","","","","","","","","","","","","","",""
"february","2019","","The Winery SF Pinot","red","2013","north coast pinot noir","pinot noir","pinot noir","3","california","north coast","","30","","","","","","","","","","","","","","","","","",""
"february","2019","","The Winery SF Pinot Sonoma","red","2013","sonoma pinot noir","pinot noir","pinot noir","3","california","sonoma","","35","","","","","","","","","","","","","","","","","",""
"february","2019","","VIE Rousanne","white","2015","","roussanne","roussanne","3","california","lake county","","30","","","","","","","","","","","","","","","","","",""
"february","2019","","Castellare Chianti Classico","red","2015","","sangiovese","sangiovese","3","italy","tuscany","chianti","22","","","","","","","","","","","","","","","","","",""
"february","2019","","Pagliarese","red","2016","","sangiovese","sangiovese","3","italy","tuscany","","25","","","","","","","","","","","","","","","","","",""
"february","2019","","Castellare di Castellina","red","2016","","sangiovese","sangiovese","3","italy","tuscany","chianti","30","","","","","","","","","","","","","","","","","",""
"february","2019","","I Veroni Rosso","red","2015","","sangiovese","sangiovese","3","italy","tuscany","","15","","","","","","","","","","","","","","","","","",""
"february","2019","","La Spinetta Il Gentile de Casanova","red","2010","","sangiovese","sangiovese","3","italy","tuscany","","50","","","","","","","","","","","","","","","","","",""
"february","2019","","Sentivo","red","2013","","syrah","syrah","3","california","el dorado","","30","","","","","","","","","","","","","","","","","",""
"february","2019","","Sol Rouge Syrah","red","2013","","syrah","syrah","3","california","lake county","","40","","","","","","","","","","","","","","","","","",""
"february","2019","","Barrel Select Turkovich","red","2015","","tempranillo","tempranillo","3","california","yolo county","","36","","","","","","","","","","","","","","","","","",""
"february","2019","","Quinta das Carvalhas Duoro Touriga","red","2014","","touriga nacional","touriga nacional","3","portugal","duoro","","15","","","","","","","","","","","","","","","","","",""
"february","2019","","Acquaforte","white","2017","","trebbiano","trebbiano","3","italy","north italy","","15","","","","","","","","","","","","","","","","","",""
"february","2019","","Zo Wines Zinfandel","red","2017","","zinfandel","zinfandel","3","california","dry creek valley","","40","","","","","","","","","","","","","","","","","",""
"february","2019","","Sol Rouge Zinfandel","red","2013","","zinfandel","zinfandel","3","california","lake county","red hills","40","","","","","","","","","","","","","","","","","",""
"february","2019","","The Winery SF Zinfandel","red","2013","","zinfandel","zinfandel","3","california","north coast","","30","","","","","","","","","","","","","","","","","",""
"january","2019","","D'Angelo","red","2013","","aglianico","aglianico","3","italy","basilicata","","20","","","","","","","","","","","","","","","","","",""
"january","2019","","Sequoia Grove","red","2015","","cabernet sauvignon","cabernet sauvignon","3","california","napa valley","","50","","","","","","","","","","","","","","","","","",""
"january","2019","","J Bookwalter Protagonist","red","2014","","cabernet sauvignon","cabernet sauvignon, syrah, cabernet franc, malbec","3","washington","red mountain","","56","","","","","","","","","","","","","","","","","",""
"january","2019","","Pine Ridge Chardonnay","white","2015","","chardonnay","chardonnay","3","california","napa valley","","25","","","","","","","","","","","","","","","","","",""
"january","2019","","Vermeil Wines Chardonnay","white","2016","","chardonnay","chardonnay","3","california","napa valley","","43","","","","","","","","","","","","","","","","","",""
"january","2019","","Louis Jadot","red","2016","","gamay","gamay","3","france","beaujolais","","12","","","","","","","","","","","","","","","","","",""
"january","2019","","Particular Garnacha","red","2014","","grenache","grenache","3","spain","carinena","","30","","","","","","","","","","","","","","","","","",""
"january","2019","","Norton DOC","red","2013","","malbec","malbec","3","argentina","mendoza","","20","","","","","","","","","","","","","","","","","",""
"january","2019","","Catena Alta Malbec","red","2014","","malbec","malbec","3","argentina","mendoza","","50","","","","","","","","","","","","","","","","","",""
"january","2019","","Zonin Delle Venezie","white","2017","","pinot grigio","pinot grigio","3","italy","venice","","14","","","","","","","","","","","","","","","","","",""
"january","2019","","Bishop's Peak","red","2016","central coast pinot noir","pinot noir","pinot noir","3","california","san luis obispo","","18","","","","","","","","","","","","","","","","","",""
"january","2019","","Vermeil Wines Sauvignon Blanc","white","2017","","sauvignon blanc","sauvignon blanc","3","california","napa valley","","26","","","","","","","","","","","","","","","","","",""
"january","2019","","Earthworks Shiraz","red","2016","","syrah","syrah","3","australia","barossa","","15","","","","","","","","","","","","","","","","","",""
"january","2019","","Acha California Blend","red","2014","","tempranillo","tempranillo, grenache","3","california","california","","15","","","","","","","","","","","","","","","","","",""
"january","2019","","Ancient Vines Cline Zinfandel","red","2016","","zinfandel","zinfandel","3","california","sonoma","","15","","","","","","","","","","","","","","","","","",""
"january","2019","","Neyers","red","","","zinfandel","zinfandel","3","california","sonoma","","26","","","","","","","","","","","","","","","","","",""
"july","2019","Martin Ray","Cabernet Franc","red","2015","","cabernet franc","cabernet franc","3","california","sonoma","sonoma coast","","","","","","","","","","","","","","","","","","",""
"july","2019","Macrostie","Sangiacomo Chardonnay","white","2017","","chardonnay","chardonnay","3","california","sonoma","carneros","","","","","","","","","","","","","","","","","","",""
"july","2019","Rotie Cellars","Washington Little G","red","2016","","grenache","grenache","3","washington","walla walla","","","","","","","","","","","","","","","","","","","",""
"july","2019","Rotie Cellars","Southern blend GSM","red","2017","","grenache","grenache, syrah, mourvedre","3","washington","walla walla","","","","","","","","","","","","","","","","","","","",""
"july","2019","Structure Cellars","Foundational Malbec","red","2017","","malbec","malbec","3","washington","","","","","","","","","","","","","","","","","","","","",""
"july","2019","Latta Wines","Northbridge Vineyard","red","2014","","malbec","malbec","3","washington","","","","","","","","","","","","","","","","","","","","",""
"july","2019","Latta Wines","Weinbow Vineyard","red","2015","","malbec","malbec","3","washington","","","","","","","","","","","","","","","","","","","","",""
"july","2019","Rotie Cellars","Mourvedre ""dre""","red","2016","","mourvedre","mourvedre","3","washington","walla walla","","","","","","","","","","","","","","","","","","","",""
"july","2019","Emeritus","Halberg ranch pinot","red","2016","sonoma pinot noir","pinot noir","pinot noir","3","california","sonoma","","","","","","","","","","","","","","","","","","","",""
"july","2019","Gracianna Winery","Arizza Rose","rose","2018","sonoma pinot noir","pinot noir","pinot noir, zinfandel","3","california","sonoma","","","","","","","","","","","","","","","","","","","",""
"july","2019","DRNK","Sarah Lee Vineyard","red","2013","sonoma pinot noir","pinot noir","pinot noir","3","california","sonoma","sonoma coast","","","","","","","","","","","","","","","","","","",""
"july","2019","Macphail Wines","Rose of pinot ","rose","","sonoma pinot noir","pinot noir","pinot noir","3","california","sonoma","sonoma coast","","","","","","","","","","","","","","","","","","",""
"july","2019","","Jacqueline Bahue","white","2018","","sauvignon blanc","sauvignon blanc","3","","","","","","","","","","","","","","","","","","","","","",""
"july","2019","Gracianna Winery","Kiwi's Blend","white","2018","","sauvignon blanc","sauvignon blanc","3","california","sonoma","","","","","","","","","","","","","","","","","","","",""
"july","2019","Rotie Cellars","Syrah Proper Estate","red","2016","","syrah","syrah","3","washington","walla walla","","","","","","","","","","","","","","","","","","","",""
"july","2019","Structure Cellars","The Newel Red Blend","red","2017","","syrah","syrah, cabernet franc, viognier","3","washington","yakima","","","","","","","","","","","","","","","","","","","",""
"july","2019","Structure Cellars","White Label Foundation","red","2017","","syrah","syrah","3","washington","","","","","","","","","","","","","","","","","","","","",""
"july","2019","Dutton Goldfield","Syrah","red","2014","","syrah","syrah","3","california","sonoma","sonoma coast","","","","","","","","","","","","","","","","","","",""
"july","2019","Structure Cellars","Oculus","white","nv","","viognier","viognier","3","","","","","","","","","","","","","","","","","","","","","",""
"july","2019","Gracianna Winery","Zinfandel","red","2015","","zinfandel","zinfandel","3","","","","","","","","","","","","","","","","","","","","","",""
"june","2019","","La Carmina Rias Baixas DO","white","","","albarino","albarino","3","","","","","","","","","","","","","","","","","","","","","",""
"june","2019","Vidovich","Monte bello road","red","2008","","cabernet sauvignon","cabernet sauvignon","3","california","santa cruz mountains","","","","","","","","","","","","","","","","","","","",""
"june","2019","Thomas Fogarty","Damiana chardonnay","white","2016","","chardonnay","chardonnay","3","california","santa cruz mountains","","","","","","","","","","","","","","","","","","","",""
"june","2019","Thomas Fogarty","Blanc de Blanc","sparkling","1998","","chardonnay","chardonnay","3","california","santa cruz mountains","","","","","","","","","","","","","","","","","","","",""
"june","2019","Thomas Fogarty","Gewurztraminer monterrey county","white","2015","","gewurztraminer","gewurztraminer","3","california","monterrey county","","","","","","","","","","","","","","","","","","","",""
"june","2019","Ridge Vineyards","Petite Sirah","red","2014","","petite sirah","petite sirah","3","california","santa cruz mountains","","","","","","","","","","","","","","","","","","","",""
"june","2019","Schug","Carneros Pinot Noir","red","2017","sonoma pinot noir","pinot noir","pinot noir","3","california","sonoma","","","","","","","","","","","","","","","","","","","",""
"june","2019","Thomas Fogarty","Santa Cruz Mountains vineyard blend","red","2014","central coast pinot noir","pinot noir","pinot noir","3","california","santa cruz mountains","","","","","","","","","","","","","","","","","","","",""
"june","2019","Companion Wine Co","Sauvignon blanc","white","nv","","sauvignon blanc","sauvignon blanc","3","","","","","","","","","","","","","","","","","","","","","",""
"june","2019","Cupcake","Cupcake Sauvignon Blanc","white","nv","","sauvignon blanc","sauvignon blanc","3","","","","","","","","","","","","","","","","","","","","","",""
"june","2019","Ridge Vineyards","Zinfandel paso robles","red","2014","","zinfandel","zinfandel","3","california","paso robles","","","","","","","","","","","","","","","","","","","",""
"june","2019","Tangent","Canned Rose","rose","","","","","3","","","","","","","","","","","","","","","","","","","","","",""
"june","2019","Ferdinand","Canned Rose","rose","","","","","3","","","","","","","","","","","","","","","","","","","","","",""
"june","2019","Scribe Winery","Una Lou Rose","rose","","","","","3","","","","","","","","","","","","","","","","","","","","","",""
"june","2019","Canned Oregon","Oregon white bubbles","sparkling","","","","","3","","","","","","","","","","","","","","","","","","","","","",""
"june","2019","Essentially Geared","Bubbles","sparkling","","","","","3","","","","","","","","","","","","","","","","","","","","","",""
"june","2019","Brick House","Brick house blanc","white","","","","","3","","","","","","","","","","","","","","","","","","","","","",""
"june","2019","Simpler Wines","Red blend from Trader Joe's","red","","","","","3","","","","","","","","","","","","","","","","","","","","","",""
"june","2019","Underwood","Pinot Noir","red","","","","","3","","","","","","","","","","","","","","","","","","","","","",""
"june","2019","House Wine","Red wine","red","","","","","3","","","","","","","","","","","","","","","","","","","","","",""
"march","2019","","Mill Creek Cabernet Sauvignon","red","2015","","cabernet sauvignon","cabernet sauvignon","3","california","alexander valley","","","","","","","","","","","","","","","","","","","",""
"march","2019","","Thumbprint Cellars Threesome","red","2014","","cabernet sauvignon","cabernet sauvignon, merlot, cabernet franc","3","california","russain river valley","","","","","","","","","","","","","","","","","","","",""
"march","2019","","Rockpile Cabernet Sauvignon","red","2014","","cabernet sauvignon","cabernet sauvignon","3","california","rockpile","","","","","","","","","","","","","","","","","","","",""
"march","2019","","Mill Creek Estate Grown Chardonnay","white","2017","","chardonnay","chardonnay","3","california","healdsburg","","","","","","","","","","","","","","","","","","","",""
"march","2019","","Jean Paul Brun Terres Dores","red","2016","","gamay","gamay","3","france","beaujolais","","","","","","","","","","","","","","","","","","","",""
"march","2019","","No 3 Gamay Noir","red","2017","","gamay","gamay","3","california","santa barbara","","","","","","","","","","","","","","","","","","","",""
"march","2019","","Infinite Monkey Theorem Malbec","red","2017","","malbec","malbec","3","texas","high plains","","30","","","","","","","","","","","","","","","","","",""
"march","2019","","Mill Creek Estate Grown Merlot","red","2014","","merlot","merlot","3","california","healdsburg","","","","","","","","","","","","","","","","","","","",""
"march","2019","","De La Montana Merlot","red","2016","","merlot","merlot","3","california","north coast","","","","","","","","","","","","","","","","","","","",""
"march","2019","","Rockpile Petite Sirah","red","2016","","petite sirah","petite sirah","3","california","rockpile","","","","","","","","","","","","","","","","","","","",""
"march","2019","","De La Montana Petite Verdot","red","2016","","petite verdot","petite verdot","3","california","russain river valley","","","","","","","","","","","","","","","","","","","",""
"march","2019","","De La Montana Pinot Neunier Rose","rose","2017","","pinot meunier","pinot meunier","3","california","russain river valley","","","","","","","","","","","","","","","","","","","",""
"march","2019","","De La Montana Pinot Noir","red","2017","north coast pinot noir","pinot noir","pinot noir","3","california","santa rosa","","","","","","","","","","","","","","","","","","","",""
"march","2019","","Mill Creek Veras Blanc","white","2017","","sauvignon blanc","sauvignon blanc","3","california","healdsburg","","","","","","","","","","","","","","","","","","","",""
"march","2019","","De La Montana Sauvignon Blanc","white","2017","","sauvignon blanc","sauvignon blanc","3","california","lake county","","","","","","","","","","","","","","","","","","","",""
"march","2019","","Thumbprint Cellars The Climax","red","2014","","syrah","syrah, cabernet sauvignon, merlot, malbec, pinot noir, viognier","3","california","russain river valley","","","","","","","","","","","","","","","","","","","",""
"march","2019","","Segna de Cor Le Roc des Anges","red","2015","","syrah","syrah, carignan, grenache","3","france","roussillon","","","","","","","","","","","","","","","","","","","",""
"march","2019","","Mavrud Rubin Adoardo","red","2015","","syrah","syrah, nebbiolo","3","bulgaria","","","","","","","","","","","","","","","","","","","","",""
"march","2019","","Infinite Monkey Theorem Tempranillo","red","2017","","tempranillo","tempranillo","3","texas","high plains","","30","","","","","","","","","","","","","","","","","",""
"march","2019","","La Planta","red","2017","","tempranillo","tempranillo","3","spain","ribera del duero","","","","","","","","","","","","","","","","","","","",""
"march","2019","","Il Colombaio Di Santachiara","white","2017","","vernaccia","vernaccia","3","italy","tuscany","","","","","","","","","","","","","","","","","","","",""
"march","2019","","Infinite Monkey Theorem Viognier","white","2017","","viognier","viognier","3","texas","high plains","","30","","","","","","","","","","","","","","","","","",""
"march","2019","","De La Montana Viognier","white","2017","","viognier","viognier","3","california","russain river valley","","","","","","","","","","","","","","","","","","","",""
"march","2019","","Thumbprint Cellars Viognier","white","2016","","viognier","viognier","3","california","knights valley","","","","","","","","","","","","","","","","","","","",""
"march","2019","","Mill Creek Zinfandel","red","2015","","zinfandel","zinfandel","3","california","dry creek valley","","","","","","","","","","","","","","","","","","","",""
"march","2019","","De La Montana Primitivo","red","2017","","zinfandel","zinfandel","3","california","dry creek valley","","","","","","","","","","","","","","","","","","","",""
"march","2019","","Rockpile Zinfandel Botticelli","red","2016","","zinfandel","zinfandel","3","california","rockpile","","","","","","","","","","","","","","","","","","","",""
"march","2019","","Rockpile Zinfandel Florence","red","2016","","zinfandel","zinfandel","3","california","rockpile","","","","","","","","","","","","","","","","","","","",""
"march","2019","","Rockpile Zinfandel Petroglyph","red","2016","","zinfandel","zinfandel","3","california","rockpile","","","","","","","","","","","","","","","","","","","",""
"may","2019","Owen Roe","1973 Block, Red Willow Vineyard","red","nv","","cabernet sauvignon","cabernet sauvignon","3","washington","yakima valley","","","","","","","","","","","","","","","","","","","",""
"may","2019","Gilbert Cellars","Reserve No 2","red","2013","","cabernet sauvignon","cabernet sauvignon, cabernet franc","3","washington","yakima valley","","","","","","","","","","","","","","","","","","","",""
"may","2019","Bethel Heights","Chardonnay Estate","white","2015","","chardonnay","chardonnay","3","oregon","willamette","","","","","","","","","","","","","","","","","","","",""
"may","2019","Gilbert Cellars","Rose of Grenache and Mourvedre","rose","2018","","grenache","grenache, mourvedre","3","washington","yakima valley","","","","","","","","","","","","","","","","","","","",""
"may","2019","Gilbert Cellars","GSM BLend Allobroges","red","2014","","gsm","grenache, syrah, mourvedre","3","washington","yakima valley","","","","","","","","","","","","","","","","","","","",""
"may","2019","Chateau St Jean","Chateau St Jean","red","2017","sonoma pinot noir","pinot noir","pinot noir","3","california","sonoma","sonoma coast","","","","","","","","","","","","","","","","","","",""
"may","2019","Red Hawk Vineyard","Estate Pinot Noir","red","2017","willamette pinot noir","pinot noir","pinot noir","3","oregon","willamette","","","","","","","","","","","","","","","","","","","",""
"may","2019","Ken Wright","Freedom Hill","red","2014","willamette pinot noir","pinot noir","pinot noir","3","oregon","willamette","","","","","","","","","","","","","","","","","","","",""
"may","2019","Banfi","Banfi Chianti Classico","red","2016","","sangiovese","sangiovese","3","tuscany","chianti","","","","","","","","","","","","","","","","","","","",""
"may","2019","Cline Cellars","Farmhouse California Red Blend","red","2017","","zinfandel","zinfandel, syrah, carignane, mourvedre, petite sirah","3","california","","","","","","","","","","","","","","","","","","","","",""
"november","2018","","Martin Codax Rais Baixas","white","2016","albarino","albarino","albarino","3","spain","rais baixas","","10","","","","","","","","","","","","","","","","","",""
"november","2018","","Giornata Barbera","red","2017","not in database","barbera","barbera","3","california","paso robles","","25","","","","","","","","","","","","","","","","","",""
"november","2018","","Col Di Sasso Toscana","red","2016","not in database","cabernet sauvignon","cabernet sauvignon, sangiovese","3","italy","tuscany","","15","","","","","","","","","","","","","","","","","",""
"november","2018","","19 Crimes Cabernet Sauvignon","red","2017","not in database","cabernet sauvignon","cabernet sauvignon","3","california","sonoma","","15","","","","","","","","","","","","","","","","","",""
"november","2018","","Wente Vineyards","red","2016","not in database","cabernet sauvignon","cabernet sauvignon","3","california","livermore","","26","","","","","","","","","","","","","","","","","",""
"november","2018","","Henry Fessy Chateau des Labourons","red","2015","beaujolais","gamay","gamay","3","france","beaujolais","","20","","","","","","","","","","","","","","","","","",""
"november","2018","","Atteca Garnacha Old Vine","red","2015","spanish garnacha","garnacha","garnacha","3","spain","catalayud","","15","","","","","","","","","","","","","","","","","",""
"november","2018","","Pontificis GSM","red","2016","not in database","grenache","grenache, syrah, mourvedre","3","france","languedoc-roussillon","","10","","","","","","","","","","","","","","","","","",""
"november","2018","","Floriana","white","2017","not in database","gruner veltliner","gruner veltliner","3","hungary","hungary","","7","","","","","","","","","","","","","","","","","",""
"november","2018","","6962 Red Blend","red","","not in database","malbec","malbec, cabernet sauvignon, tannat, petite verdot","3","argentina","mendoza","","30","","","","","","","","","","","","","","","","","",""
"november","2018","","Leasingham Bin 56","red","","not in database","malbec","malbec, cabernet sauvignon ","3","australia","clare valley","","10","","","","","","","","","","","","","","","","","",""
